,DATE,average_wind_speed,precipitation,average_temperature,direction_of_fastest_2_minute_wind,direction_of_fastest_5_second_wind,fastest_2_minute_wind_speed,"fog,_ice_fog,_or_freezing_fog_(incl_heavy_fog)",heavy_fog_or_heaving_freezing_fog,thunder,smoke_or_haze
0,1/1/2019,2.91,0.294,64.0,310.0,313.3333333333333,10.266666666666667,0.3,0.0,0.0,0.0
1,1/10/2019,11.410000000000002,0.0,38.0,330.0,326.6666666666667,21.0,0.0,0.0,0.0,0.0
2,1/11/2019,4.473333333333334,0.0,40.0,116.66666666666669,150.0,10.366666666666667,0.0,0.0,0.0,0.0
3,1/12/2019,9.32,0.11,43.0,73.33333333333333,96.66666666666669,17.0,0.3,0.0,0.0,0.1
4,1/13/2019,5.663333333333334,0.4658333333333333,39.0,70.0,63.33333333333334,14.4,0.25,0.08333333333333333,0.0,0.0
5,1/14/2019,10.29,0.004545454545454546,45.0,330.0,333.3333333333333,16.033333333333335,0.09090909090909093,0.0,0.0,0.0
6,1/15/2019,9.473333333333334,0.0,40.0,306.6666666666667,310.0,16.7,0.09090909090909093,0.0,0.0,0.0
7,1/16/2019,5.966666666666666,0.0,38.0,303.3333333333333,306.6666666666667,12.7,0.3,0.0,0.0,0.2
8,1/17/2019,2.61,0.043,42.0,223.33333333333331,223.33333333333331,8.633333333333333,0.3,0.0,0.3,0.2
9,1/18/2019,2.1633333333333336,0.12307692307692307,50.0,210.0,230.0,7.3,0.2307692307692308,0.07692307692307693,0.0,0.07692307692307693
10,1/19/2019,8.573333333333332,0.25,55.0,166.66666666666666,153.33333333333334,18.933333333333334,0.25,0.16666666666666666,0.0,0.0
11,1/2/2019,3.1333333333333333,0.195,56.0,180.0,170.0,9.7,0.3,0.2,0.0,0.2
12,1/20/2019,17.373333333333335,0.8133333333333335,42.0,316.6666666666667,310.0,27.66666666666667,0.16666666666666666,0.0,0.0,0.0
13,1/21/2019,6.933333333333334,0.0,31.0,320.0,313.3333333333333,19.6,0.0,0.0,0.0,0.0
14,1/22/2019,8.873333333333333,0.0,37.0,80.0,90.0,15.666666666666664,0.0,0.0,0.0,0.0
15,1/23/2019,9.47,0.615,50.0,196.66666666666663,160.0,24.0,0.375,0.0,0.0,0.0
16,1/24/2019,11.333333333333336,1.4125,48.0,296.6666666666667,300.0,28.03333333333333,0.25,0.0,0.0,0.08333333333333333
17,1/25/2019,8.13,0.0,38.0,306.6666666666667,313.3333333333333,16.7,0.0,0.0,0.0,0.1111111111111111
18,1/26/2019,4.326666666666667,0.0,38.0,306.6666666666667,320.0,16.033333333333335,0.1111111111111111,0.0,0.0,0.0
19,1/27/2019,1.1166666666666665,0.0,42.0,246.66666666666663,236.66666666666663,8.366666666666667,0.25,0.0,0.0,0.125
20,1/3/2019,3.06,0.5781818181818182,52.0,340.0,230.0,12.4,0.2727272727272727,0.0,0.0,0.0
21,1/4/2019,9.843333333333334,0.9345454545454543,56.0,260.0,250.0,24.33333333333333,0.2727272727272727,0.0,0.0,0.0
22,1/5/2019,10.96,0.15454545454545454,49.0,276.6666666666667,276.6666666666667,21.66666666666667,0.0,0.0,0.0,0.0
23,1/6/2019,4.1033333333333335,0.0,53.0,320.0,320.0,11.066666666666668,0.0,0.0,0.0,0.0
24,1/7/2019,3.8,0.0,55.0,170.0,173.33333333333337,13.733333333333334,0.09090909090909093,0.0,0.0,0.0
25,1/8/2019,7.006666666666668,0.0018181818181818184,57.0,300.0,283.3333333333333,17.066666666666666,0.09090909090909093,0.0,0.0,0.18181818181818185
26,1/9/2019,15.436666666666667,0.0058333333333333345,50.0,320.0,303.3333333333333,25.93333333333333,0.0,0.0,0.0,0.0
27,10/1/2018,4.996666666666667,0.0009090909090909092,77.0,80.0,76.66666666666667,12.0,0.0,0.0,0.0,0.09090909090909093
28,10/10/2018,9.693333333333333,0.8975,75.0,16.666666666666668,23.33333333333333,24.366666666666664,0.25,0.0,0.0,0.0
29,10/11/2018,14.616666666666667,2.8314285714285714,75.0,323.3333333333333,320.0,25.33333333333333,0.21428571428571427,0.0,0.0,0.0
30,10/12/2018,8.873333333333333,0.0,62.0,313.3333333333333,330.0,17.066666666666666,0.0,0.0,0.0,0.0
31,10/13/2018,5.8900000000000015,0.0,62.0,300.0,333.3333333333333,14.7,0.0,0.0,0.0,0.0
32,10/14/2018,5.1466666666666665,0.0,67.0,146.66666666666666,150.0,12.7,0.0,0.0,0.0,0.0
33,10/15/2018,2.31,0.0,71.0,266.6666666666667,266.6666666666667,10.366666666666667,0.25,0.0,0.0,0.08333333333333333
34,10/16/2018,4.996666666666667,0.0,74.0,343.3333333333333,220.0,12.966666666666667,0.2727272727272727,0.0,0.0,0.0
35,10/17/2018,7.533333333333334,0.0018181818181818184,68.0,320.0,306.6666666666667,14.7,0.0,0.0,0.0,0.09090909090909093
36,10/18/2018,5.1433333333333335,0.0,63.0,66.66666666666667,56.66666666666666,12.766666666666666,0.0,0.0,0.0,0.09090909090909093
37,10/19/2018,4.326666666666667,0.0,60.0,133.33333333333334,60.0,9.966666666666667,0.0,0.0,0.0,0.0
38,10/2/2018,2.313333333333333,0.0,76.0,40.0,33.333333333333336,8.766666666666666,0.0,0.0,0.0,0.09090909090909093
39,10/20/2018,8.276666666666666,0.045454545454545456,64.0,306.6666666666667,223.33333333333331,17.366666666666667,0.2727272727272727,0.0,0.0,0.0
40,10/21/2018,7.9766666666666675,0.058181818181818175,55.0,333.3333333333333,333.3333333333333,19.966666666666665,0.0,0.0,0.0,0.0
41,10/22/2018,2.83,0.0,54.0,136.66666666666666,150.0,12.7,0.0,0.0,0.0,0.0
42,10/23/2018,3.2833333333333337,0.0,60.0,306.6666666666667,326.6666666666667,10.1,0.0,0.0,0.0,0.09090909090909093
43,10/24/2018,3.695,0.0,59.0,110.0,115.0,12.1,0.09090909090909093,0.0,0.0,0.09090909090909093
44,10/25/2018,7.9766666666666675,0.065,56.0,76.66666666666667,83.33333333333333,15.666666666666664,0.25,0.0,0.0,0.0
45,10/26/2018,6.563333333333333,0.7523076923076923,50.0,70.0,66.66666666666667,16.7,0.2307692307692308,0.0,0.0,0.0
46,10/27/2018,9.246666666666668,0.21846153846153848,54.0,283.3333333333333,293.3333333333333,18.7,0.15384615384615385,0.0,0.0,0.0
47,10/28/2018,7.156666666666666,0.0,57.0,213.33333333333331,230.0,16.333333333333332,0.2,0.0,0.0,0.0
48,10/29/2018,6.263333333333333,0.0,62.0,313.3333333333333,306.6666666666667,15.366666666666667,0.0,0.0,0.0,0.0
49,10/3/2018,1.64,0.0,78.0,193.33333333333331,186.66666666666663,9.3,0.1,0.0,0.0,0.1
50,10/30/2018,3.056666666666666,0.0,58.0,86.66666666666669,66.66666666666667,10.366666666666667,0.0,0.0,0.0,0.0
51,10/31/2018,4.1000000000000005,0.0,62.0,200.0,200.0,12.4,0.0,0.0,0.0,0.0
52,10/4/2018,2.61,0.0,79.0,323.3333333333333,323.3333333333333,9.966666666666667,0.18181818181818185,0.0,0.0,0.18181818181818185
53,10/5/2018,2.61,0.0,80.0,283.3333333333333,300.0,9.3,0.09090909090909093,0.0,0.0,0.09090909090909093
54,10/6/2018,1.7133333333333336,0.0,81.0,216.66666666666663,186.66666666666663,10.1,0.18181818181818185,0.0,0.0,0.0
55,10/7/2018,4.323333333333333,0.0,80.0,133.33333333333334,113.33333333333331,13.433333333333332,0.0,0.0,0.0,0.0
56,10/8/2018,7.753333333333334,0.0018181818181818184,78.0,93.33333333333331,103.33333333333331,17.666666666666668,0.18181818181818185,0.0,0.0,0.09090909090909093
57,10/9/2018,9.92,0.02333333333333333,75.0,96.66666666666669,93.33333333333331,17.366666666666667,0.25,0.0,0.0,0.08333333333333333
58,11/1/2018,7.756666666666668,0.11800000000000001,65.0,206.66666666666663,156.66666666666666,17.366666666666667,0.3,0.0,0.0,0.1
59,11/10/2018,10.216666666666667,0.2466666666666667,44.0,316.6666666666667,290.0,19.366666666666667,0.0,0.0,0.0,0.0
60,11/11/2018,7.156666666666666,0.0009090909090909092,44.0,73.33333333333333,73.33333333333333,14.1,0.0,0.0,0.0,0.09090909090909093
61,11/12/2018,8.946666666666667,0.9081818181818182,45.0,233.33333333333331,53.33333333333334,19.0,0.2727272727272727,0.0,0.0,0.0
62,11/13/2018,6.636666666666668,2.24,47.0,323.3333333333333,306.6666666666667,16.033333333333335,0.2727272727272727,0.0,0.0,0.0
63,11/14/2018,8.276666666666666,0.38166666666666665,46.0,73.33333333333333,80.0,18.7,0.25,0.08333333333333333,0.0,0.0
64,11/15/2018,9.096666666666666,1.2733333333333334,43.0,153.33333333333334,150.0,21.3,0.25,0.0,0.0,0.0
65,11/16/2018,7.606666666666666,0.02083333333333333,40.0,320.0,303.3333333333333,17.966666666666665,0.16666666666666666,0.0,0.0,0.0
66,11/17/2018,2.2333333333333334,0.0009090909090909092,49.0,320.0,313.3333333333333,7.666666666666668,0.18181818181818185,0.09090909090909093,0.0,0.0
67,11/18/2018,1.1166666666666667,0.0,53.0,53.33333333333334,143.33333333333334,6.966666666666666,0.18181818181818185,0.09090909090909093,0.0,0.0
68,11/19/2018,2.983333333333333,0.0,55.0,223.33333333333331,233.33333333333331,10.1,0.2727272727272727,0.0,0.0,0.09090909090909093
69,11/2/2018,8.200000000000001,0.4233333333333333,60.0,296.6666666666667,293.3333333333333,21.233333333333327,0.25,0.0,0.0,0.0
70,11/20/2018,10.14,0.008181818181818179,55.0,306.6666666666667,326.6666666666667,18.33333333333333,0.09090909090909093,0.0,0.0,0.0
71,11/21/2018,5.0,0.0009090909090909092,45.0,303.3333333333333,343.3333333333333,13.433333333333332,0.09090909090909093,0.0,0.0,0.0
72,11/22/2018,3.1333333333333333,0.0,47.0,86.66666666666669,86.66666666666669,9.7,0.0,0.0,0.0,0.0
73,11/23/2018,10.216666666666667,0.003,44.0,80.0,76.66666666666667,19.0,0.3,0.0,0.0,0.1
74,11/24/2018,5.293333333333333,0.4255555555555555,42.0,153.33333333333334,90.0,17.0,0.3333333333333333,0.0,0.0,0.1111111111111111
75,11/25/2018,3.6533333333333338,0.04444444444444445,49.0,130.0,126.66666666666669,12.666666666666664,0.3333333333333333,0.3333333333333333,0.0,0.1111111111111111
76,11/26/2018,11.856666666666667,0.073,48.0,303.3333333333333,290.0,24.3,0.3,0.1,0.0,0.0
77,11/27/2018,13.196666666666667,0.0,37.0,306.6666666666667,290.0,25.23333333333333,0.0,0.0,0.0,0.0
78,11/28/2018,8.496666666666668,0.0,34.0,300.0,320.0,18.633333333333333,0.0,0.0,0.0,0.0
79,11/29/2018,2.836666666666668,0.0,43.0,193.33333333333331,190.0,10.633333333333333,0.0,0.0,0.0,0.0
80,11/3/2018,2.46,0.020000000000000004,50.0,176.66666666666663,270.0,9.033333333333333,0.09090909090909093,0.0,0.0,0.0
81,11/30/2018,5.1466666666666665,0.036666666666666674,59.0,220.0,226.66666666666663,13.366666666666667,0.0,0.0,0.0,0.0
82,11/4/2018,6.713333333333334,0.0,54.0,90.0,110.0,16.333333333333332,0.0,0.0,0.0,0.0
83,11/5/2018,4.846666666666667,0.17454545454545453,60.0,143.33333333333334,133.33333333333334,10.4,0.2727272727272727,0.09090909090909093,0.0,0.09090909090909093
84,11/6/2018,5.816666666666667,0.2281818181818182,67.0,310.0,313.3333333333333,22.266666666666666,0.2727272727272727,0.0,0.0,0.0
85,11/7/2018,3.353333333333333,0.27909090909090906,61.0,160.0,246.66666666666663,14.7,0.2727272727272727,0.09090909090909093,0.18181818181818185,0.0
86,11/8/2018,6.113333333333334,0.4091666666666667,60.0,66.66666666666667,56.66666666666666,12.966666666666667,0.25,0.0,0.0,0.0
87,11/9/2018,8.276666666666666,0.7274999999999999,57.0,320.0,316.6666666666667,22.366666666666664,0.25,0.0,0.0,0.0
88,12/1/2018,5.22,0.696,57.0,230.0,173.33333333333337,14.4,0.3,0.0,0.3,0.0
89,12/10/2018,5.4433333333333325,0.103,40.0,330.0,330.0,11.7,0.3,0.0,0.0,0.0
90,12/11/2018,6.34,0.10181818181818182,42.0,300.0,316.6666666666667,13.733333333333334,0.18181818181818185,0.0,0.0,0.09090909090909093
91,12/12/2018,2.833333333333333,0.0,40.0,230.0,243.33333333333331,10.366666666666667,0.0,0.0,0.0,0.0
92,12/13/2018,5.37,0.0,44.0,66.66666666666667,70.0,15.0,0.1111111111111111,0.0,0.0,0.1111111111111111
93,12/14/2018,9.99,0.3108333333333333,48.0,70.0,70.0,19.3,0.25,0.0,0.16666666666666666,0.0
94,12/15/2018,6.263333333333333,0.5033333333333333,51.0,213.33333333333331,216.66666666666663,15.066666666666668,0.25,0.08333333333333333,0.0,0.08333333333333333
95,12/16/2018,8.796666666666667,0.02083333333333333,49.0,323.3333333333333,316.6666666666667,18.4,0.25,0.0,0.0,0.08333333333333333
96,12/17/2018,7.9766666666666675,0.0018181818181818184,52.0,306.6666666666667,306.6666666666667,19.0,0.09090909090909093,0.0,0.0,0.09090909090909093
97,12/18/2018,4.993333333333333,0.0,50.0,233.33333333333331,333.3333333333333,15.366666666666667,0.0,0.0,0.0,0.0
98,12/19/2018,4.996666666666667,0.0,50.0,123.33333333333331,106.66666666666669,13.066666666666668,0.0,0.0,0.0,0.0
99,12/2/2018,5.739999999999998,1.183,66.0,226.66666666666663,233.33333333333331,14.7,0.3,0.0,0.0,0.1
100,12/20/2018,5.666666666666668,0.4383333333333334,50.0,63.33333333333334,66.66666666666667,15.366666666666667,0.25,0.08333333333333333,0.0,0.0
101,12/21/2018,13.573333333333332,1.1425,48.0,283.3333333333333,283.3333333333333,24.566666666666666,0.25,0.0,0.0,0.0
102,12/22/2018,6.41,0.07400000000000001,43.0,290.0,300.0,15.366666666666667,0.2,0.0,0.0,0.1
103,12/23/2018,6.263333333333333,0.005,46.0,300.0,293.3333333333333,19.6,0.25,0.0,0.0,0.125
104,12/24/2018,6.56,0.011000000000000001,46.0,320.0,310.0,15.733333333333334,0.1,0.0,0.0,0.1
105,12/25/2018,1.7900000000000005,0.0,44.0,176.66666666666663,173.33333333333337,8.766666666666666,0.2222222222222222,0.1111111111111111,0.0,0.1111111111111111
106,12/26/2018,6.039999999999999,0.0,50.0,90.0,93.33333333333331,14.7,0.2,0.0,0.0,0.1
107,12/27/2018,10.29,0.28300000000000003,50.0,80.0,83.33333333333333,18.633333333333333,0.3,0.0,0.3,0.0
108,12/28/2018,4.623333333333334,3.0846153846153848,56.0,273.3333333333333,266.6666666666667,17.666666666666668,0.2307692307692308,0.07692307692307693,0.2307692307692308,0.0
109,12/29/2018,4.473333333333334,0.7181818181818181,55.0,323.3333333333333,320.0,12.1,0.2727272727272727,0.09090909090909093,0.0,0.0
110,12/3/2018,6.783333333333334,0.0,57.0,293.3333333333333,336.6666666666667,15.0,0.1111111111111111,0.0,0.0,0.0
111,12/30/2018,3.43,0.542,53.0,233.33333333333331,213.33333333333331,8.766666666666666,0.3,0.1,0.3,0.0
112,12/31/2018,7.676666666666668,0.109,60.0,183.33333333333331,183.33333333333331,19.066666666666666,0.3,0.2,0.0,0.1
113,12/4/2018,9.62,0.0,45.0,316.6666666666667,316.6666666666667,17.966666666666665,0.0,0.0,0.0,0.0
114,12/5/2018,9.393333333333333,0.0,37.0,306.6666666666667,310.0,20.633333333333333,0.0,0.0,0.0,0.0
115,12/6/2018,3.2833333333333337,0.0,36.0,273.3333333333333,283.3333333333333,10.266666666666667,0.0,0.0,0.0,0.0
116,12/7/2018,2.46,0.003,42.0,303.3333333333333,316.6666666666667,8.633333333333333,0.0,0.0,0.0,0.0
117,12/8/2018,10.81,0.713,43.0,76.66666666666667,76.66666666666667,23.7,0.3,0.0,0.0,0.0
118,12/9/2018,10.363333333333333,2.117,38.0,80.0,66.66666666666667,23.03333333333333,0.3,0.0,0.0,0.0
119,7/30/2018,4.173333333333333,0.006666666666666665,79.0,153.33333333333334,153.33333333333334,14.033333333333333,0.2222222222222222,0.0,0.2222222222222222,0.1111111111111111
120,7/31/2018,3.6533333333333338,0.31749999999999995,76.0,189.66666666666663,230.0,15.066666666666668,0.25,0.0,0.25,0.08333333333333333
121,8/1/2018,4.253333333333333,1.1575000000000002,73.0,190.0,253.33333333333331,13.366666666666667,0.16666666666666666,0.0,0.0,0.0
122,8/10/2018,5.743333333333332,0.3872727272727273,77.0,270.0,253.33333333333331,13.066666666666668,0.18181818181818185,0.0,0.0,0.0
123,8/11/2018,6.8599999999999985,0.0,79.0,303.3333333333333,290.0,14.4,0.1,0.0,0.0,0.0
124,8/12/2018,4.696666666666666,0.0,80.0,310.0,296.6666666666667,14.033333333333333,0.09090909090909093,0.0,0.0,0.0
125,8/13/2018,4.026666666666666,0.005,81.0,280.0,283.3333333333333,11.433333333333332,0.2,0.0,0.0,0.0
126,8/14/2018,3.28,0.0,80.0,283.3333333333333,290.0,12.033333333333333,0.1111111111111111,0.0,0.0,0.0
127,8/15/2018,2.1633333333333336,0.0,81.0,310.0,320.0,10.1,0.1111111111111111,0.0,0.0,0.0
128,8/16/2018,4.623333333333334,0.0,82.0,173.33333333333337,170.0,12.033333333333333,0.2222222222222222,0.0,0.2222222222222222,0.0
129,8/17/2018,7.006666666666668,0.025,79.0,186.66666666666663,166.66666666666666,15.066666666666668,0.2,0.0,0.2,0.1
130,8/18/2018,8.13,0.434,78.0,270.0,243.33333333333331,18.7,0.3,0.0,0.3,0.1
131,8/19/2018,6.260000000000002,0.2863636363636364,76.0,243.33333333333331,240.0,14.033333333333333,0.18181818181818185,0.0,0.0,0.09090909090909093
132,8/2/2018,4.696666666666666,1.4116666666666664,72.0,133.33333333333334,106.66666666666669,17.0,0.25,0.0,0.0,0.0
133,8/20/2018,6.19,0.09000000000000001,77.0,190.0,213.33333333333331,13.733333333333334,0.2222222222222222,0.0,0.2222222222222222,0.0
134,8/21/2018,8.276666666666666,0.196,78.0,270.0,266.6666666666667,17.066666666666666,0.3,0.0,0.1,0.2
135,8/22/2018,7.683333333333334,0.17545454545454545,78.0,323.3333333333333,340.0,17.666666666666668,0.0,0.0,0.0,0.0
136,8/23/2018,4.176666666666667,0.0,76.0,183.33333333333331,110.0,11.033333333333333,0.1,0.0,0.0,0.2
137,8/24/2018,6.8599999999999985,0.0,74.0,60.0,70.0,14.7,0.0,0.0,0.0,0.1
138,8/25/2018,4.696666666666666,0.0,75.0,50.0,116.66666666666669,9.7,0.0,0.0,0.0,0.0
139,8/26/2018,2.686666666666667,0.0,79.0,43.33333333333334,50.0,9.7,0.0,0.0,0.0,0.0
140,8/27/2018,3.4333333333333336,0.0,81.0,173.33333333333337,146.66666666666666,11.033333333333333,0.0,0.0,0.0,0.1
141,8/28/2018,2.6833333333333336,0.0,82.0,183.33333333333331,180.0,12.4,0.1,0.0,0.0,0.1
142,8/29/2018,4.4,0.0,81.0,203.33333333333331,206.66666666666663,19.066666666666666,0.1,0.0,0.3,0.1
143,8/3/2018,3.953333333333333,1.0561538461538462,76.0,233.33333333333331,263.3333333333333,11.333333333333336,0.15384615384615385,0.0,0.0,0.0
144,8/30/2018,4.25,0.07636363636363636,78.0,193.33333333333331,193.33333333333331,12.4,0.0,0.0,0.0,0.0
145,8/31/2018,3.503333333333334,0.0,79.0,176.66666666666663,176.66666666666663,12.4,0.0,0.0,0.0,0.0
146,8/4/2018,2.533333333333333,0.001,80.0,236.66666666666663,223.33333333333331,12.666666666666664,0.1,0.0,0.2,0.0
147,8/5/2018,1.8633333333333333,0.022727272727272728,82.0,260.0,260.0,13.066666666666668,0.09090909090909093,0.0,0.2727272727272727,0.0
148,8/6/2018,3.4266666666666663,0.017777777777777778,84.0,300.0,320.0,12.4,0.1111111111111111,0.0,0.0,0.0
149,8/7/2018,4.323333333333333,0.03888888888888889,83.0,186.66666666666663,183.33333333333331,24.3,0.1111111111111111,0.0,0.3333333333333333,0.1111111111111111
150,8/8/2018,6.1866666666666665,0.243,80.0,336.6666666666667,343.3333333333333,26.66666666666667,0.3,0.0,0.3,0.1
151,8/9/2018,4.846666666666667,0.387,77.0,293.3333333333333,290.0,30.433333333333334,0.3,0.1,0.3,0.1
152,9/1/2018,3.6533333333333338,0.0,81.0,126.66666666666669,156.66666666666666,12.033333333333333,0.0,0.0,0.0,0.0
153,9/10/2018,4.55,0.11083333333333334,80.0,263.3333333333333,270.0,14.033333333333333,0.0,0.0,0.0,0.08333333333333333
154,9/11/2018,2.983333333333333,0.18416666666666667,79.0,96.66666666666669,96.66666666666669,13.333333333333336,0.25,0.0,0.16666666666666666,0.0
155,9/12/2018,3.5033333333333334,0.07300000000000001,79.0,76.66666666666667,83.33333333333333,17.766666666666673,0.2,0.0,0.2,0.1
156,9/13/2018,4.03,0.0325,81.0,336.6666666666667,133.33333333333334,12.1,0.08333333333333333,0.0,0.0,0.0
157,9/14/2018,5.966666666666666,0.03833333333333334,83.0,320.0,326.6666666666667,15.0,0.0,0.0,0.0,0.0
158,9/15/2018,5.739999999999998,0.002727272727272727,83.0,36.66666666666666,46.66666666666666,17.966666666666665,0.09090909090909093,0.0,0.09090909090909093,0.0
159,9/16/2018,8.35,0.040000000000000015,78.0,333.3333333333333,346.66666666666674,19.3,0.18181818181818185,0.0,0.0,0.09090909090909093
160,9/17/2018,4.996666666666667,0.030000000000000006,79.0,263.3333333333333,243.33333333333331,13.066666666666668,0.1,0.0,0.0,0.0
161,9/18/2018,5.293333333333333,0.0,81.0,303.3333333333333,323.3333333333333,14.033333333333333,0.0,0.0,0.0,0.1
162,9/19/2018,2.9066666666666667,0.0,83.0,170.0,276.6666666666667,10.766666666666666,0.09090909090909093,0.0,0.0,0.09090909090909093
163,9/2/2018,5.073333333333333,0.0,81.0,93.33333333333331,93.33333333333331,14.4,0.0,0.0,0.0,0.1
164,9/20/2018,3.5,0.0,84.0,106.66666666666669,110.0,11.066666666666668,0.08333333333333333,0.0,0.0,0.16666666666666666
165,9/21/2018,3.5766666666666667,0.0,80.0,156.66666666666666,150.0,10.666666666666666,0.0,0.0,0.0,0.08333333333333333
166,9/22/2018,3.053333333333333,0.0,80.0,163.33333333333334,156.66666666666666,11.733333333333334,0.0,0.0,0.0,0.0
167,9/23/2018,3.73,0.0,79.0,126.66666666666669,150.0,12.1,0.0,0.0,0.0,0.08333333333333333
168,9/24/2018,7.53,0.0,78.0,106.66666666666669,103.33333333333331,14.7,0.18181818181818185,0.0,0.0,0.09090909090909093
169,9/25/2018,5.366666666666667,0.05666666666666665,79.0,146.66666666666666,176.66666666666663,14.7,0.25,0.0,0.0,0.0
170,9/26/2018,4.323333333333333,0.107,77.0,280.0,273.3333333333333,23.633333333333336,0.3,0.0,0.3,0.1
171,9/27/2018,5.89,0.5641666666666668,74.0,230.0,210.0,17.666666666666668,0.25,0.0,0.25,0.0
172,9/28/2018,3.5066666666666664,0.3275,75.0,306.6666666666667,293.3333333333333,12.1,0.08333333333333333,0.0,0.0,0.0
173,9/29/2018,3.206666666666667,0.07083333333333335,77.0,243.33333333333331,240.0,9.966666666666667,0.25,0.0,0.0,0.0
174,9/3/2018,6.336666666666666,0.001,80.0,103.33333333333331,90.0,14.766666666666666,0.0,0.0,0.1,0.0
175,9/30/2018,3.8766666666666665,0.0009090909090909092,76.0,93.33333333333331,93.33333333333331,11.333333333333336,0.2727272727272727,0.0,0.0,0.0
176,9/4/2018,6.2666666666666675,0.0,80.0,83.33333333333333,86.66666666666669,13.333333333333336,0.0,0.0,0.0,0.1
177,9/5/2018,4.623333333333334,0.0,80.0,126.66666666666669,100.0,12.7,0.1,0.0,0.0,0.1
178,9/6/2018,2.9066666666666663,0.0,81.0,116.66666666666669,106.66666666666669,11.033333333333333,0.1,0.0,0.0,0.1
179,9/7/2018,2.6133333333333337,0.0,81.0,130.0,126.66666666666669,12.4,0.0,0.0,0.3,0.1
180,9/8/2018,3.353333333333333,0.10916666666666668,81.0,200.0,190.0,11.733333333333334,0.16666666666666666,0.0,0.08333333333333333,0.08333333333333333
181,9/9/2018,4.1000000000000005,0.06727272727272728,79.0,203.33333333333331,196.66666666666663,19.666666666666668,0.0,0.0,0.18181818181818185,0.0
